Symbol,Description,Assets under management,Assets under management - Currency,Asset class,Focus,Brand,Category,Country of registration,Niche,Region,Strategy,Leverage,Portfolio transparency,Selection criteria,Weighting scheme,Index provider,Currency hedged,Derivative holdings,Tax form,UCITS compliance,Fund flows 1 month,Fund flows 1 month - Currency,Net assets value,Net assets value - Currency
XLI,SPDR Select Sector Fund - Industrial,21632886470.046,USD,Equity,Industrials,SPDR,Sector,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,442758983.80000013,USD,137.418799,USD
XLC,The Communication Services Select Sector SPDR Fund,21531325805.25,USD,Equity,Communication services,SPDR,Sector,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,786480651.9499999,USD,100.971314,USD
SPDW,SPDR Portfolio Developed World ex-US ETF,21167591660,USD,Equity,Total market,SPDR,Size and style,United States,Broad-based,Developed markets,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,389738433.6,USD,35.59417,USD
SDY,SPDR S&P Dividend ETF,21130252054.2347,USD,Equity,High dividend yield,SPDR,High dividend yield,United States,Broad-based,North America,Dividends,Non-leveraged,Transparent,Dividends,Dividends,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,119124214.8,USD,138.235101,USD
GBTC,Grayscale Bitcoin Trust (BTC),21106314435,USD,Currency,"Long Bitcoin, short USD",Grayscale,Pair,United States,In specie,Global,Vanilla,Non-leveraged,Transparent,Single asset,Single asset,"CoinDesk Indices, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-758343900,USD,80.73,USD
VBK,Vanguard Small-Cap Growth ETF,20947210591.545,USD,Equity,Small cap,Vanguard,Size and style,United States,Growth,North America,Growth,Non-leveraged,Semi or non-transparent,Multi-factor,Multi-factor,Center for Research in Security Prices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,702037727.3187022,USD,294.88,USD
BIV,Vanguard Intermediate-Term Bond ETF,20870435451,USD,Fixed income,Investment grade,Vanguard,"Broad market, broad-based",United States,Intermediate,North America,Vanilla,Non-leveraged,Semi or non-transparent,Market value,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,364694000,USD,75.55,USD
IGSB,iShares 1-5 Year Investment Grade Corporate Bond ETF,20864812140,USD,Fixed income,Investment grade,iShares,"Corporate, broad-based",United States,Short-term,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-96329765,USD,51.9172,USD
FBTC,Fidelity Wise Origin Bitcoin Fund,20692805650.9248,USD,Currency,"Long Bitcoin, short USD",Fidelity,Pair,United States,In specie,Global,Vanilla,Non-leveraged,Transparent,Single asset,Single asset,Fidelity Management & Research Co. LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,1450797231.1093643,USD,88.825264,USD
DVY,iShares Select Dividend ETF,20421943705.35,USD,Equity,High dividend yield,iShares,High dividend yield,United States,Broad-based,North America,Dividends,Non-leveraged,Transparent,Dividends,Dividends,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,76687032.75,USD,136.956672,USD
JEPQ,JPMorgan Nasdaq Equity Premium Income ETF,20321133750,USD,Equity,Large cap,JPMorgan,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,1339024750,USD,57.84,USD
USHY,iShares Broad USD High Yield Corporate Bond ETF,20168677925,USD,Fixed income,High yield,iShares,"Corporate, broad-based",United States,Broad maturities,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-687751460,USD,37.2231,USD
IYW,iShares U.S. Technology ETF,20145937565.6,USD,Equity,Information technology,iShares,Sector,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,FTSE Group,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-15090135.25000003,USD,164.366914,USD
VGSH,Vanguard Short-Term Treasury ETF,19911783568.38,USD,Fixed income,Investment grade,Vanguard,"Government, treasury",United States,Short-term,North America,Vanilla,Non-leveraged,Semi or non-transparent,Market value,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,771004239.9409997,USD,58.24,USD
IUSV,iShares Core S&P U.S. Value ETF,19903348905.6,USD,Equity,Total market,iShares,Size and style,United States,Value,North America,Value,Non-leveraged,Transparent,Multi-factor,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,312701088.84999996,USD,96.171044,USD
ACWI,iShares MSCI ACWI ETF,19814562860,USD,Equity,Total market,iShares,Size and style,United States,Broad-based,Global,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,122.0906,USD
VMBS,Vanguard Mortgage-Backed Securities ETF,19639860239.204,USD,Fixed income,Investment grade,Vanguard,"Government, mortgage-backed",United States,Broad maturities,North America,Vanilla,Non-leveraged,Semi or non-transparent,Market value,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,1859912099.8280005,USD,45.68,USD
EFV,iShares MSCI EAFE Value ETF,19460270160,USD,Equity,Total market,iShares,Size and style,United States,Value,Developed markets,Value,Non-leveraged,Transparent,Multi-factor,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,455265880,USD,54.4062,USD
IHPCF,IShares Plc.,19297771110.4,USD,Equity,Large cap,iShares,Size and style,Ireland,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Compliant,115697613,USD,60.2139,USD
SCHA,Schwab U.S. Small-Cap ETF,19233531000,USD,Equity,Small cap,Schwab,Size and style,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,123632000,USD,27.13,USD
SHV,iShares Short Treasury Bond ETF,18524470815.29,USD,Fixed income,Investment grade,iShares,"Government, treasury",United States,Ultra-short term,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,270296043.1700001,USD,110.308252,USD
VGFPF,Vanguard Funds PLC,18254945064.816,USD,Equity,Large cap,Vanguard,Size and style,Ireland,Broad-based,North America,Vanilla,Non-leveraged,Semi or non-transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Compliant,799033633.5532001,USD,115.0114,USD
IWP,iShares Russell Midcap Growth ETF,18208510254.55,USD,Equity,Mid cap,iShares,Size and style,United States,Growth,North America,Growth,Non-leveraged,Transparent,Multi-factor,Multi-factor,FTSE Group,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,412493147.9,USD,133.634202,USD
VOE,Vanguard Mid-Cap Value ETF,18101883975.5,USD,Equity,Mid cap,Vanguard,Size and style,United States,Value,North America,Value,Non-leveraged,Semi or non-transparent,Multi-factor,Multi-factor,Center for Research in Security Prices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-15304531.614000998,USD,168.24,USD
EEM,iShares MSCI Emerging Index Fund,17833534920,USD,Equity,Total market,iShares,Size and style,United States,Broad-based,Emerging markets,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-116693460,USD,44.111,USD
FNDX,Schwab Fundamental U.S. Large Company ETF,17729917500,USD,Equity,Large cap,Schwab,Size and style,United States,Broad-based,North America,Fundamental,Non-leveraged,Transparent,Fundamental,Fundamental,Research Affiliates LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,137819500,USD,24.41,USD
PHYMF,iShares Physical Metals PLC,17366803838.5756,USD,Commodities,Gold,iShares,Precious metals,Ireland,Physically held,Global,Vanilla,Non-leveraged,Semi or non-transparent,Single asset,Single asset,The London Bullion Market Association,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,52855204.58079998,USD,51.6794,USD
XLP,SPDR Select Sector Fund - Consumer Staples,17329955956.5461,USD,Equity,Consumer staples,SPDR,Sector,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,879534908.65,USD,82.06539,USD
IPHSF,INVESCO PHYSICAL MARKETS,17292200184.3744,USD,Commodities,Gold,Invesco,Precious metals,Ireland,Physically held,Global,Vanilla,Non-leveraged,Semi or non-transparent,Single asset,Single asset,The London Bullion Market Association,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-937530478.3100001,USD,258.729,USD
VGK,Vanguard FTSEEuropean ETF,17231865900.8999,USD,Equity,Total market,Vanguard,Size and style,United States,Broad-based,Europe,Vanilla,Non-leveraged,Semi or non-transparent,Market cap,Market cap,FTSE Group,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-1053436268.9533688,USD,66.38,USD
ISVAF,IShares VII PLC,17226694564.7481,USD,Equity,Large cap,iShares,Size and style,Ireland,Broad-based,North America,Exchange-specific,Non-leveraged,Transparent,NASDAQ - listed,Market cap,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Compliant,135203371.16040003,USD,1245.203,USD
USFR,WisdomTree Floating Rate Treasury Fund,17010841740,USD,Fixed income,Investment grade,WisdomTree,"Government, treasury",United States,Floating rate,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,205814660,USD,50.38,USD
XLU,SPDR Select Sector Fund - Utilities,17000369088.0195,USD,Equity,Utilities,SPDR,Sector,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-118985414.2999999,USD,77.622445,USD
ISVVF,ISHARES V PLC,16933448748.9222,USD,Equity,Total market,iShares,Size and style,Ireland,Broad-based,Global,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Compliant,101149372.8,USD,91.2926,USD
VHT,Vanguard Health Care ETF,16895579881.9169,USD,Equity,Health care,Vanguard,Sector,United States,Broad-based,North America,Vanilla,Non-leveraged,Semi or non-transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-200006596.09268987,USD,260.52,USD
FBND,Fidelity Total Bond ETF,16851228625.296,USD,Fixed income,Broad credit,Fidelity,"Broad market, broad-based",United States,Broad maturities,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,968613166.9,USD,45.422076,USD
VFAWF,Vanguard Funds PLC,16597880248.0403,USD,Equity,Total market,Vanguard,Size and style,Ireland,Broad-based,Global,Vanilla,Non-leveraged,Semi or non-transparent,Market cap,Market cap,FTSE Group,Unhedged,Doesn't hold,1099 (corporations),Compliant,652670365.6053,USD,142.3904,USD
VOT,Vanguard Mid-Cap Growth ETF,16275484320.8289,USD,Equity,Mid cap,Vanguard,Size and style,United States,Growth,North America,Growth,Non-leveraged,Semi or non-transparent,Multi-factor,Multi-factor,Center for Research in Security Prices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,418935958.6103987,USD,268.07,USD
JAAA,Janus Henderson AAA CLO ETF,16221015000,USD,Fixed income,Investment grade,Janus Henderson,"Corporate, bank loans",United States,Floating rate,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,1617849500,USD,50.8,USD
EMXC,iShares MSCI Emerging Markets ex China ETF,16133974420,USD,Equity,Total market,iShares,Size and style,United States,Broad-based,,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-57949000,USD,58.8058,USD
HYG,iShares iBoxx $ High Yield Corporate Bond ETF,16080022650,USD,Fixed income,High yield,iShares,"Corporate, broad-based",United States,Broad maturities,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,910439670,USD,79.4563,USD
MOAT,VanEck Morningstar Wide Moat ETF,16073260775,USD,Equity,Total market,VanEck,Size and style,United States,Broad-based,North America,Fundamental,Non-leveraged,Transparent,Proprietary,Equal,"Morningstar, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-93114835,USD,97.1905,USD
IWV,iShares Russell 3000 ETF,16029072732.5,USD,Equity,Total market,iShares,Size and style,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,FTSE Group,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,137614334.05,USD,346.024188,USD
AVUV,Avantis U.S. Small Cap Value ETF,16024578940,USD,Equity,Small cap,Avantis,Size and style,United States,Value,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,637539738,USD,101.972,USD
EFG,iShares MSCI EAFE Growth ETF,15817331280,USD,Equity,Total market,iShares,Size and style,United States,Growth,Developed markets,Growth,Non-leveraged,Transparent,Multi-factor,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,399564760,USD,101.28,USD
VCLT,Vanguard Long-Term Corporate Bond ETF,15221403835.423,USD,Fixed income,Investment grade,Vanguard,"Corporate, broad-based",United States,Long-term,North America,Vanilla,Non-leveraged,Semi or non-transparent,Market value,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,666265695.8050001,USD,76.83,USD
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,15204098000,USD,Equity,Total market,WisdomTree,Size and style,United States,Broad-based,North America,Multi-factor,Non-leveraged,Transparent,Multi-factor,Dividends,"WisdomTree Asset Management, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,176694500,USD,83.822,USD
IGIB,iShares 5-10 Year Investment Grade Corporate Bond ETF,15107958610,USD,Fixed income,Investment grade,iShares,"Corporate, broad-based",United States,Intermediate,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,560555545,USD,52.1778,USD
PFF,iShares Preferred and Income Securities ETF,15090742600.5,USD,Fixed income,Broad credit,iShares,"Corporate, preferred",United States,Broad maturities,North America,Vanilla,Non-leveraged,Transparent,Proprietary,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,8422956.799999995,USD,32.183585,USD
VOOG,Vanguard S&P 500 Growth ETF,15065279785.685,USD,Equity,Large cap,Vanguard,Size and style,United States,Growth,North America,Growth,Non-leveraged,Semi or non-transparent,Fundamental,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,448448200,USD,376.34,USD
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,15046819600,USD,Fixed income,Broad credit,iShares,"Government, non-native currency",United States,Broad maturities,Emerging markets,Vanilla,Non-leveraged,Transparent,U.S. dollar - denominated,Tiered,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-105331490,USD,91.3494,USD
IDEV,iShares Core MSCI International Developed Markets ETF,15024284730,USD,Equity,Total market,iShares,Size and style,United States,Broad-based,Developed markets,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,538690365,USD,67.2367,USD
OEF,iShares S&P 100 ETF,14908234767.05,USD,Equity,Large cap,iShares,Size and style,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-40934334.75000001,USD,295.997145,USD
TIP,iShares TIPS Bond ETF,14749547494.5,USD,Fixed income,Investment grade,iShares,"Government, inflation-linked",United States,Broad maturities,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-1719834432.6999998,USD,107.718664,USD
SLV,iShares Silver Trust,14600530000,USD,Commodities,Silver,iShares,Precious metals,United States,Physically held,Global,Vanilla,Non-leveraged,Transparent,Single asset,Single asset,The London Bullion Market Association,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-491986000,USD,28.01,USD
